date,clinic_name,visit_type,backlog_severity
2023-06-30,GYMPIE DENTAL CLINIC,Priority 1,0.00
2023-06-30,GYMPIE DENTAL CLINIC,Priority 2,1610.00
2023-06-30,GYMPIE DENTAL CLINIC,Priority 3,1083.75
2023-06-30,HERVEY BAY DENTAL CLINIC,Clinical Assessment,50.00
2023-06-30,HERVEY BAY DENTAL CLINIC,General,15727.50
2023-06-30,HERVEY BAY DENTAL CLINIC,General Anaesthetic Category 3,232.50
2023-06-30,HERVEY BAY DENTAL CLINIC,Priority 1,0.00
2023-06-30,HERVEY BAY DENTAL CLINIC,Priority 2,670.00
2023-06-30,HERVEY BAY DENTAL CLINIC,Priority 3,112.50
2023-06-30,HUGHENDEN DENTAL CLINIC,Clinical Assessment,10.00
2023-06-30,HUGHENDEN DENTAL CLINIC,General,75.00
2023-06-30,HUGHENDEN DENTAL CLINIC,Priority 3,3.75
2023-06-30,INGHAM DENTAL CLINIC,Clinical Assessment,40.00
2023-06-30,INGHAM DENTAL CLINIC,General,1181.25
2023-06-30,INGHAM DENTAL CLINIC,Priority 1,0.00
2023-06-30,INGHAM DENTAL CLINIC,Priority 2,110.00
2023-06-30,INGHAM DENTAL CLINIC,Priority 3,198.75
2023-06-30,INGLEWOOD DENTAL CLINIC,Clinical Assessment,0.00
2023-06-30,INGLEWOOD DENTAL CLINIC,General,348.75
2023-06-30,INGLEWOOD DENTAL CLINIC,Priority 3,0.00
2023-06-30,INJUNE DENTAL CLINIC,General,75.00
2023-06-30,INNISFAIL DENTAL CLINIC,Clinical Assessment,0.00
2023-06-30,INNISFAIL DENTAL CLINIC,General,3000.00
2023-06-30,INNISFAIL DENTAL CLINIC,General Anaesthetic Category 3,0.00
2023-06-30,INNISFAIL DENTAL CLINIC,Priority 2,10.00
2023-06-30,INNISFAIL DENTAL CLINIC,Priority 3,401.25
2023-06-30,IPSWICH DENTAL CLINIC,Clinical Assessment,70.00
2023-06-30,IPSWICH DENTAL CLINIC,General,15937.50
2023-06-30,IPSWICH DENTAL CLINIC,General Anaesthetic Category 1,0.00
2023-06-30,IPSWICH DENTAL CLINIC,General Anaesthetic Category 3,930.00
2023-06-30,IPSWICH DENTAL CLINIC,Priority 1,520.00
2023-06-30,IPSWICH DENTAL CLINIC,Priority 2,10640.00
2023-06-30,IPSWICH DENTAL CLINIC,Priority 3,705.00
2023-06-30,KAWANA DENTAL CLINIC,Clinical Assessment,0.00
2023-06-30,KAWANA DENTAL CLINIC,General,11962.50
2023-06-30,KAWANA DENTAL CLINIC,General Anaesthetic Category 3,3.75
2023-06-30,KAWANA DENTAL CLINIC,Priority 2,1240.00
2023-06-30,KAWANA DENTAL CLINIC,Priority 3,506.25
2023-06-30,KINGAROY DENTAL CLINIC,Clinical Assessment,0.00
2023-06-30,KINGAROY DENTAL CLINIC,General,8535.00
2023-06-30,KINGAROY DENTAL CLINIC,General Anaesthetic Category 2,20.00
2023-06-30,KINGAROY DENTAL CLINIC,General Anaesthetic Category 3,240.00
2023-06-30,KINGAROY DENTAL CLINIC,Priority 2,1200.00
2023-06-30,KINGAROY DENTAL CLINIC,Priority 3,105.00
2023-06-30,KINGSTON LOGAN CLUSTER,Clinical Assessment,0.00
2023-06-30,KINGSTON LOGAN CLUSTER,General,15551.25
2023-06-30,KINGSTON LOGAN CLUSTER,General Anaesthetic Category 1,0.00
2023-06-30,KINGSTON LOGAN CLUSTER,General Anaesthetic Category 2,0.00
2023-06-30,KINGSTON LOGAN CLUSTER,General Anaesthetic Category 3,0.00
2023-06-30,KINGSTON LOGAN CLUSTER,Priority 3,543.75
2023-06-30,LAIDLEY DENTAL CLINIC,Clinical Assessment,70.00
2023-06-30,LAIDLEY DENTAL CLINIC,General,4485.00
2023-06-30,LAIDLEY DENTAL CLINIC,Priority 1,70.00
2023-06-30,LAIDLEY DENTAL CLINIC,Priority 2,2660.00
2023-06-30,LAIDLEY DENTAL CLINIC,Priority 3,153.75
2023-06-30,MACKAY DENTAL CLINIC,Clinical Assessment,70.00
2023-06-30,MACKAY DENTAL CLINIC,General,18510.00
2023-06-30,MACKAY DENTAL CLINIC,General Anaesthetic Category 3,438.75
2023-06-30,MACKAY DENTAL CLINIC,Priority 1,0.00
2023-06-30,MACKAY DENTAL CLINIC,Priority 2,250.00
2023-06-30,MACKAY DENTAL CLINIC,Priority 3,1376.25
2023-06-30,MAREEBA DENTAL CLINIC,General,4323.75
2023-06-30,MAREEBA DENTAL CLINIC,General Anaesthetic Category 3,0.00
2023-06-30,MAREEBA DENTAL CLINIC,Priority 3,690.00
2023-06-30,MARYBOROUGH DENTAL CLINIC,Clinical Assessment,10.00
2023-06-30,MARYBOROUGH DENTAL CLINIC,General,8351.25
2023-06-30,MARYBOROUGH DENTAL CLINIC,General Anaesthetic Category 3,165.00
2023-06-30,MARYBOROUGH DENTAL CLINIC,Priority 1,0.00
2023-06-30,MARYBOROUGH DENTAL CLINIC,Priority 2,1020.00
2023-06-30,MARYBOROUGH DENTAL CLINIC,Priority 3,206.25
2023-06-30,MILES DENTAL CLINIC,Clinical Assessment,0.00
2023-06-30,MILES DENTAL CLINIC,General,1391.25
2023-06-30,MILES DENTAL CLINIC,Priority 2,90.00
2023-06-30,MILES DENTAL CLINIC,Priority 3,3.75
2023-06-30,MITCHELL DENTAL CLINIC,General,281.25
2023-06-30,MITCHELL DENTAL CLINIC,Priority 3,18.75
2023-06-30,MONTO DENTAL CLINIC,Clinical Assessment,0.00
2023-06-30,MONTO DENTAL CLINIC,General,262.50
2023-06-30,MONTO DENTAL CLINIC,Priority 2,0.00
2023-06-30,MORNINGTON ISLAND DENTAL,Clinical Assessment,80.00
2023-06-30,MORNINGTON ISLAND DENTAL,General,513.75
2023-06-30,MORNINGTON ISLAND DENTAL,Priority 1,0.00
2023-06-30,MORNINGTON ISLAND DENTAL,Priority 2,30.00
2023-06-30,MORNINGTON ISLAND DENTAL,Priority 3,60.00
2023-06-30,MOSSMAN DENTAL CLINIC,General,1785.00
2023-06-30,MOSSMAN DENTAL CLINIC,Priority 3,26.25
2023-06-30,MS AREA WIDE CLUSTER,General Anaesthetic Category 1,20.00
2023-06-30,MS AREA WIDE CLUSTER,General Anaesthetic Category 2,5430.00
2023-06-30,MS AREA WIDE CLUSTER,General Anaesthetic Category 3,1091.25
2023-06-30,MS INNER BRISBANE CLUSTER,Clinical Assessment,10.00
2023-06-30,MS INNER BRISBANE CLUSTER,General,12656.25
2023-06-30,MS INNER BRISBANE CLUSTER,General Anaesthetic Category 1,0.00
2023-06-30,MS INNER BRISBANE CLUSTER,General Anaesthetic Category 2,0.00
2023-06-30,MS INNER BRISBANE CLUSTER,General Anaesthetic Category 3,0.00
2023-06-30,MS INNER BRISBANE CLUSTER,Priority 2,0.00
2023-06-30,MS INNER BRISBANE CLUSTER,Priority 3,172.50
2023-06-30,MT ISA DENTAL CLINIC,Clinical Assessment,420.00
2023-06-30,MT ISA DENTAL CLINIC,General,1650.00
2023-06-30,MT ISA DENTAL CLINIC,General Anaesthetic Category 1,0.00
2023-06-30,MT ISA DENTAL CLINIC,General Anaesthetic Category 2,0.00
2023-06-30,MT ISA DENTAL CLINIC,General Anaesthetic Category 3,30.00
2023-06-30,MT ISA DENTAL CLINIC,Priority 1,30.00
2023-06-30,MT ISA DENTAL CLINIC,Priority 2,120.00
2023-06-30,MT ISA DENTAL CLINIC,Priority 3,75.00
2023-06-30,MT MORGAN DENTAL CLINIC,General,738.75
2023-06-30,MT MORGAN DENTAL CLINIC,Priority 1,20.00
2023-06-30,MT MORGAN DENTAL CLINIC,Priority 2,110.00
2023-06-30,MT MORGAN DENTAL CLINIC,Priority 3,116.25
2023-06-30,MUNDUBBERA DENTAL CLINIC,Clinical Assessment,0.00
2023-06-30,MUNDUBBERA DENTAL CLINIC,General,457.50
2023-06-30,MUNGINDI DENTAL CLINIC,General,37.50
2023-06-30,MUNGINDI DENTAL CLINIC,Priority 2,0.00
2023-06-30,NAMBOUR DENTAL CLINIC,Clinical Assessment,60.00
2023-06-30,NAMBOUR DENTAL CLINIC,General,7728.75
2023-06-30,NAMBOUR DENTAL CLINIC,Priority 1,0.00
2023-06-30,NAMBOUR DENTAL CLINIC,Priority 2,1560.00
2023-06-30,NAMBOUR DENTAL CLINIC,Priority 3,592.50
2023-06-30,NATHAN INALA CLUSTER,Clinical Assessment,10.00
2023-06-30,NATHAN INALA CLUSTER,General,18982.50
2023-06-30,NATHAN INALA CLUSTER,General Anaesthetic Category 1,0.00
2023-06-30,NATHAN INALA CLUSTER,General Anaesthetic Category 2,0.00
2023-06-30,NATHAN INALA CLUSTER,Priority 1,10.00
2023-06-30,NATHAN INALA CLUSTER,Priority 2,10.00
2023-06-30,NATHAN INALA CLUSTER,Priority 3,487.50
2023-06-30,NOOSA DENTAL CLINIC,Clinical Assessment,200.00
2023-06-30,NOOSA DENTAL CLINIC,General,5602.50
2023-06-30,NOOSA DENTAL CLINIC,Priority 2,990.00
2023-06-30,NOOSA DENTAL CLINIC,Priority 3,540.00
2023-06-30,ORAL HEALTH CENTRE,Clinical Assessment,30.00
2023-06-30,ORAL HEALTH CENTRE,General,12108.75
2023-06-30,ORAL HEALTH CENTRE,Priority 1,1660.00
2023-06-30,ORAL HEALTH CENTRE,Priority 2,6770.00
2023-06-30,ORAL HEALTH CENTRE,Priority 3,5685.00
2023-06-30,PALM BEACH DENTAL CLINIC,Clinical Assessment,0.00
2023-06-30,PALM BEACH DENTAL CLINIC,General,3258.75
2023-06-30,PALM BEACH DENTAL CLINIC,General Anaesthetic Category 3,3.75
2023-06-30,PALM BEACH DENTAL CLINIC,Priority 3,0.00
2023-06-30,PINE RIVERS DENTAL CLINIC,Clinical Assessment,20.00
2023-06-30,PINE RIVERS DENTAL CLINIC,General,5715.00
2023-06-30,PINE RIVERS DENTAL CLINIC,Priority 1,70.00
2023-06-30,PINE RIVERS DENTAL CLINIC,Priority 2,1270.00
2023-06-30,PINE RIVERS DENTAL CLINIC,Priority 3,157.50
2023-06-30,PROSERPINE DENTAL,General,2985.00
2023-06-30,PROSERPINE DENTAL,Priority 2,110.00
2023-06-30,PROSERPINE DENTAL,Priority 3,161.25
2023-06-30,QUILPIE DENTAL CLINIC,General,116.25
2023-06-30,QUILPIE DENTAL CLINIC,Priority 3,0.00
2023-06-30,REDCLIFFE DENTAL CLINIC,Clinical Assessment,10.00
2023-06-30,REDCLIFFE DENTAL CLINIC,General,8058.75
2023-06-30,REDCLIFFE DENTAL CLINIC,General Anaesthetic Category 1,0.00
2023-06-30,REDCLIFFE DENTAL CLINIC,General Anaesthetic Category 2,0.00
2023-06-30,REDCLIFFE DENTAL CLINIC,General Anaesthetic Category 3,0.00
2023-06-30,REDCLIFFE DENTAL CLINIC,Priority 1,130.00
2023-06-30,REDCLIFFE DENTAL CLINIC,Priority 2,1920.00
2023-06-30,REDCLIFFE DENTAL CLINIC,Priority 3,322.50
2023-06-30,RICHMOND DENTAL CLINIC,General,18.75
2023-06-30,RICHMOND DENTAL CLINIC,Priority 3,7.50
2023-06-30,ROBINA DENTAL CLINIC,Clinical Assessment,0.00
2023-06-30,ROBINA DENTAL CLINIC,General,3663.75
2023-06-30,ROBINA DENTAL CLINIC,General Anaesthetic Category 2,0.00
2023-06-30,ROBINA DENTAL CLINIC,General Anaesthetic Category 3,0.00
2023-06-30,ROBINA DENTAL CLINIC,Priority 3,0.00
2023-06-30,ROCKHAMPTON DENTAL CLINIC,Clinical Assessment,0.00
2023-06-30,ROCKHAMPTON DENTAL CLINIC,General,14595.00
2023-06-30,ROCKHAMPTON DENTAL CLINIC,General Anaesthetic Category 1,110.00
2023-06-30,ROCKHAMPTON DENTAL CLINIC,General Anaesthetic Category 2,100.00
2023-06-30,ROCKHAMPTON DENTAL CLINIC,General Anaesthetic Category 3,506.25
2023-06-30,ROCKHAMPTON DENTAL CLINIC,Priority 1,0.00
2023-06-30,ROCKHAMPTON DENTAL CLINIC,Priority 2,490.00
2023-06-30,ROCKHAMPTON DENTAL CLINIC,Priority 3,1256.25
2023-06-30,ROMA HOSPITAL DENTAL CLIN,Clinical Assessment,0.00
2023-06-30,ROMA HOSPITAL DENTAL CLIN,General,1511.25
2023-06-30,ROMA HOSPITAL DENTAL CLIN,General Anaesthetic Category 2,10.00
2023-06-30,ROMA HOSPITAL DENTAL CLIN,General Anaesthetic Category 3,33.75
2023-06-30,ROMA HOSPITAL DENTAL CLIN,Priority 1,0.00
2023-06-30,ROMA HOSPITAL DENTAL CLIN,Priority 2,70.00
2023-06-30,ROMA HOSPITAL DENTAL CLIN,Priority 3,153.75
2023-06-30,SANDGATE DENTAL CLINIC,Clinical Assessment,0.00
2023-06-30,SANDGATE DENTAL CLINIC,General,3641.25
2023-06-30,SANDGATE DENTAL CLINIC,Priority 1,30.00
2023-06-30,SANDGATE DENTAL CLINIC,Priority 2,1070.00
2023-06-30,SANDGATE DENTAL CLINIC,Priority 3,236.25
2023-06-30,SCUH DENTAL CLINIC,General Anaesthetic Category 2,210.00
2023-06-30,SCUH DENTAL CLINIC,General Anaesthetic Category 3,266.25
2023-06-30,SCUH DENTAL CLINIC,Priority 1,10.00
2023-06-30,SCUH DENTAL CLINIC,Priority 2,10.00
2023-06-30,SMITHFIELD DENTAL CLINIC,Clinical Assessment,0.00
2023-06-30,SMITHFIELD DENTAL CLINIC,General,2951.25
2023-06-30,SMITHFIELD DENTAL CLINIC,Priority 3,273.75
2023-06-30,ST GEORGE DENTAL CLINIC,General,142.50
2023-06-30,ST GEORGE DENTAL CLINIC,Priority 2,10.00
2023-06-30,ST GEORGE DENTAL CLINIC,Priority 3,7.50
2023-06-30,STAFFORD DENTAL CLINIC,Clinical Assessment,10.00
2023-06-30,STAFFORD DENTAL CLINIC,General,5831.25
2023-06-30,STAFFORD DENTAL CLINIC,General Anaesthetic Category 1,10.00
2023-06-30,STAFFORD DENTAL CLINIC,General Anaesthetic Category 2,1120.00
2023-06-30,STAFFORD DENTAL CLINIC,General Anaesthetic Category 3,701.25
2023-06-30,STAFFORD DENTAL CLINIC,Priority 1,40.00
2023-06-30,STAFFORD DENTAL CLINIC,Priority 2,1320.00
2023-06-30,STAFFORD DENTAL CLINIC,Priority 3,626.25
2023-06-30,STANTHORPE DENTAL CLINIC,Clinical Assessment,0.00
2023-06-30,STANTHORPE DENTAL CLINIC,General,2730.00
2023-06-30,STANTHORPE DENTAL CLINIC,Priority 1,0.00
2023-06-30,STANTHORPE DENTAL CLINIC,Priority 2,180.00
2023-06-30,STANTHORPE DENTAL CLINIC,Priority 3,60.00
2023-06-30,SURAT DENTAL CLINIC,General,33.75
2023-06-30,THARGOMINDAH DENTAL SERVI,General,11.25
2023-06-30,TOOWOOMBA DENTAL CLINIC,Clinical Assessment,0.00
2023-06-30,TOOWOOMBA DENTAL CLINIC,General,15142.50
2023-06-30,TOOWOOMBA DENTAL CLINIC,General Anaesthetic Category 2,430.00
2023-06-30,TOOWOOMBA DENTAL CLINIC,General Anaesthetic Category 3,663.75
2023-06-30,TOOWOOMBA DENTAL CLINIC,Priority 1,10.00
2023-06-30,TOOWOOMBA DENTAL CLINIC,Priority 2,980.00
2023-06-30,TOOWOOMBA DENTAL CLINIC,Priority 3,1121.25
2023-06-30,TORRES STRAIT DENTAL CLINIC,Clinical Assessment,10.00
2023-06-30,TORRES STRAIT DENTAL CLINIC,General,2047.50
2023-06-30,TORRES STRAIT DENTAL CLINIC,General Anaesthetic Category 1,10.00
2023-06-30,TORRES STRAIT DENTAL CLINIC,General Anaesthetic Category 2,70.00
2023-06-30,TORRES STRAIT DENTAL CLINIC,General Anaesthetic Category 3,22.50
2023-06-30,TOWNSVILLE DENTAL CLINIC,Clinical Assessment,310.00
2023-06-30,TOWNSVILLE DENTAL CLINIC,General,8493.75
2023-06-30,TOWNSVILLE DENTAL CLINIC,General Anaesthetic Category 1,0.00
2023-06-30,TOWNSVILLE DENTAL CLINIC,General Anaesthetic Category 2,170.00
2023-06-30,TOWNSVILLE DENTAL CLINIC,General Anaesthetic Category 3,86.25
2023-06-30,TOWNSVILLE DENTAL CLINIC,Priority 1,10.00
2023-06-30,TOWNSVILLE DENTAL CLINIC,Priority 2,410.00
2023-06-30,TOWNSVILLE DENTAL CLINIC,Priority 3,697.50
2023-06-30,TULLY DENTAL CLINIC,General,1751.25
2023-06-30,TULLY DENTAL CLINIC,Priority 3,183.75
2023-06-30,WARWICK DENTAL CLINIC,Clinical Assessment,0.00
2023-06-30,WARWICK DENTAL CLINIC,General,2516.25
2023-06-30,WARWICK DENTAL CLINIC,Priority 2,290.00
2023-06-30,WARWICK DENTAL CLINIC,Priority 3,75.00
2023-06-30,WOORABINDA DENTAL CLINIC,Clinical Assessment,0.00
2023-06-30,YARRABAH DENTAL CLINIC,General,11.25
2023-06-30,YARRABAH DENTAL CLINIC,Priority 3,0.00
2023-09-30,ATHERTON DENTAL CLINIC,General,2880.00
2023-09-30,ATHERTON DENTAL CLINIC,Priority 3,645.00
2023-09-30,AYR DENTAL CLINIC,Clinical Assessment,0.00
2023-09-30,AYR DENTAL CLINIC,General,847.50
2023-09-30,AYR DENTAL CLINIC,Priority 1,0.00
2023-09-30,AYR DENTAL CLINIC,Priority 2,20.00
2023-09-30,AYR DENTAL CLINIC,Priority 3,123.75
2023-09-30,BAYSIDE CLUSTER,Clinical Assessment,40.00
2023-09-30,BAYSIDE CLUSTER,General,21701.25
2023-09-30,BAYSIDE CLUSTER,General Anaesthetic Category 2,0.00
2023-09-30,BAYSIDE CLUSTER,General Anaesthetic Category 3,0.00
2023-09-30,BAYSIDE CLUSTER,Priority 3,768.75
2023-09-30,BEENLEIGH BEAUDESERT CLUS,Clinical Assessment,0.00
2023-09-30,BEENLEIGH BEAUDESERT CLUS,General,35726.25
2023-09-30,BEENLEIGH BEAUDESERT CLUS,General Anaesthetic Category 2,0.00
2023-09-30,BEENLEIGH BEAUDESERT CLUS,General Anaesthetic Category 3,0.00
2023-09-30,BEENLEIGH BEAUDESERT CLUS,Priority 3,705.00
2023-09-30,BILOELA DENTAL CLINIC,Clinical Assessment,0.00
2023-09-30,BILOELA DENTAL CLINIC,General,873.75
2023-09-30,BILOELA DENTAL CLINIC,Priority 1,0.00
2023-09-30,BILOELA DENTAL CLINIC,Priority 2,40.00
2023-09-30,BILOELA DENTAL CLINIC,Priority 3,82.50
2023-09-30,BOONAH DENTAL CLINIC,General,1252.50
2023-09-30,BOONAH DENTAL CLINIC,Priority 1,10.00
2023-09-30,BOONAH DENTAL CLINIC,Priority 2,190.00
2023-09-30,BOONAH DENTAL CLINIC,Priority 3,45.00
2023-09-30,BOWEN DENTAL CLINIC,Clinical Assessment,10.00
2023-09-30,BOWEN DENTAL CLINIC,General,2966.25
2023-09-30,BOWEN DENTAL CLINIC,Priority 1,0.00
2023-09-30,BOWEN DENTAL CLINIC,Priority 2,80.00
2023-09-30,BOWEN DENTAL CLINIC,Priority 3,131.25
2023-09-30,BUNDABERG DENTAL CLINIC,Clinical Assessment,30.00
2023-09-30,BUNDABERG DENTAL CLINIC,General,13252.50
2023-09-30,BUNDABERG DENTAL CLINIC,General Anaesthetic Category 1,0.00
2023-09-30,BUNDABERG DENTAL CLINIC,General Anaesthetic Category 3,258.75
2023-09-30,BUNDABERG DENTAL CLINIC,Priority 1,0.00
2023-09-30,BUNDABERG DENTAL CLINIC,Priority 2,20.00
2023-09-30,BUNDABERG DENTAL CLINIC,Priority 3,416.25
2023-09-30,CABOOLTURE DENTAL CLINIC,Clinical Assessment,10.00
2023-09-30,CABOOLTURE DENTAL CLINIC,General,13368.75
2023-09-30,CABOOLTURE DENTAL CLINIC,General Anaesthetic Category 1,0.00
2023-09-30,CABOOLTURE DENTAL CLINIC,General Anaesthetic Category 2,0.00
2023-09-30,CABOOLTURE DENTAL CLINIC,General Anaesthetic Category 3,0.00
2023-09-30,CABOOLTURE DENTAL CLINIC,Priority 1,10.00
2023-09-30,CABOOLTURE DENTAL CLINIC,Priority 2,2700.00
2023-09-30,CABOOLTURE DENTAL CLINIC,Priority 3,551.25
2023-09-30,CAIRNS NTH DENTAL CLINIC,Clinical Assessment,10.00
2023-09-30,CAIRNS NTH DENTAL CLINIC,General,9757.50
2023-09-30,CAIRNS NTH DENTAL CLINIC,General Anaesthetic Category 1,0.00
2023-09-30,CAIRNS NTH DENTAL CLINIC,General Anaesthetic Category 3,1170.00
2023-09-30,CAIRNS NTH DENTAL CLINIC,Priority 1,0.00
2023-09-30,CAIRNS NTH DENTAL CLINIC,Priority 3,1473.75
2023-09-30,CALOUNDRA DENTAL CLINIC,Clinical Assessment,10.00
2023-09-30,CALOUNDRA DENTAL CLINIC,General,11745.00
2023-09-30,CALOUNDRA DENTAL CLINIC,Priority 1,0.00
2023-09-30,CALOUNDRA DENTAL CLINIC,Priority 2,570.00
2023-09-30,CALOUNDRA DENTAL CLINIC,Priority 3,611.25
2023-09-30,CAPE YORK DENTAL CLINIC,Clinical Assessment,50.00
2023-09-30,CAPE YORK DENTAL CLINIC,General,1582.50
2023-09-30,CAPE YORK DENTAL CLINIC,General Anaesthetic Category 1,100.00
2023-09-30,CAPE YORK DENTAL CLINIC,General Anaesthetic Category 2,220.00
2023-09-30,CAPE YORK DENTAL CLINIC,General Anaesthetic Category 3,26.25
2023-09-30,CAPE YORK DENTAL CLINIC,Priority 1,0.00
2023-09-30,CAPE YORK DENTAL CLINIC,Priority 3,56.25
2023-09-30,CAPRICORN COAST DENTAL,Clinical Assessment,0.00
2023-09-30,CAPRICORN COAST DENTAL,General,5542.50
2023-09-30,CAPRICORN COAST DENTAL,Priority 1,0.00
2023-09-30,CAPRICORN COAST DENTAL,Priority 2,20.00
2023-09-30,CAPRICORN COAST DENTAL,Priority 3,198.75
2023-09-30,CENTRAL WEST DENTAL CLINICS,General,2418.75
2023-09-30,CENTRAL WEST DENTAL CLINICS,General Anaesthetic Category 3,11.25
2023-09-30,CENTRAL WEST DENTAL CLINICS,Priority 3,120.00
2023-09-30,CHARLEVILLE DENTAL CLINIC,General,513.75
2023-09-30,CHARLEVILLE DENTAL CLINIC,General Anaesthetic Category 3,3.75
2023-09-30,CHARLEVILLE DENTAL CLINIC,Priority 2,10.00
2023-09-30,CHARLEVILLE DENTAL CLINIC,Priority 3,108.75
2023-09-30,CHARTERS TOWERS DENTAL CL,Clinical Assessment,10.00
2023-09-30,CHARTERS TOWERS DENTAL CL,General,765.00
2023-09-30,CHARTERS TOWERS DENTAL CL,Priority 2,10.00
2023-09-30,CHARTERS TOWERS DENTAL CL,Priority 3,101.25
2023-09-30,CHILDERS DENTAL CLINIC,Clinical Assessment,0.00
2023-09-30,CHILDERS DENTAL CLINIC,General,892.50
2023-09-30,CHILDERS DENTAL CLINIC,Priority 2,0.00
2023-09-30,CHILDRENS ORAL HEALTH,General Anaesthetic Category 1,0.00
2023-09-30,CHILDRENS ORAL HEALTH,General Anaesthetic Category 2,1100.00
2023-09-30,CHILDRENS ORAL HEALTH,General Anaesthetic Category 3,146.25
2023-09-30,CHILDRENS ORAL HEALTH,Priority 1,10.00
2023-09-30,CHILDRENS ORAL HEALTH,Priority 2,0.00
2023-09-30,CHILDRENS ORAL HEALTH,Priority 3,93.75
2023-09-30,CHILLAGOE DENTAL CLINIC,General,0.00
2023-09-30,CLERMONT DENTAL CLINIC,General,108.75
2023-09-30,CLONCURRY DENTAL,Clinical Assessment,20.00
2023-09-30,CLONCURRY DENTAL,General,416.25
2023-09-30,CLONCURRY DENTAL,Priority 2,10.00
2023-09-30,CLONCURRY DENTAL,Priority 3,15.00
2023-09-30,COLLINGWOOD PARK DENTAL C,Clinical Assessment,0.00
2023-09-30,COLLINGWOOD PARK DENTAL C,General,3978.75
2023-09-30,COLLINGWOOD PARK DENTAL C,Priority 1,160.00
2023-09-30,COLLINGWOOD PARK DENTAL C,Priority 2,890.00
2023-09-30,COLLINGWOOD PARK DENTAL C,Priority 3,180.00
2023-09-30,COLLINSVILLE DENTAL CLINI,General,146.25
2023-09-30,CUNNAMULLA DENTAL CLINIC,General,183.75
2023-09-30,CUNNAMULLA DENTAL CLINIC,Priority 3,3.75
2023-09-30,DALBY DENTAL CLINIC,Clinical Assessment,20.00
2023-09-30,DALBY DENTAL CLINIC,General,3352.50
2023-09-30,DALBY DENTAL CLINIC,Priority 2,190.00
2023-09-30,DALBY DENTAL CLINIC,Priority 3,45.00
2023-09-30,DIRRANBANDI DENTAL CLINIC,General,60.00
2023-09-30,EDMONTON DENTAL CLINIC,General,5343.75
2023-09-30,EDMONTON DENTAL CLINIC,Priority 1,30.00
2023-09-30,EDMONTON DENTAL CLINIC,Priority 3,750.00
2023-09-30,EMERALD DENTAL CLINIC,Clinical Assessment,0.00
2023-09-30,EMERALD DENTAL CLINIC,General,1860.00
2023-09-30,EMERALD DENTAL CLINIC,Priority 1,0.00
2023-09-30,EMERALD DENTAL CLINIC,Priority 2,40.00
2023-09-30,EMERALD DENTAL CLINIC,Priority 3,206.25
2023-09-30,ESK DENTAL CLINIC,General,933.75
2023-09-30,ESK DENTAL CLINIC,Priority 1,10.00
2023-09-30,ESK DENTAL CLINIC,Priority 2,160.00
2023-09-30,ESK DENTAL CLINIC,Priority 3,37.50
2023-09-30,GATTON DENTAL CLINIC,General,3.75
2023-09-30,GAYNDAH DENTAL CLINIC,Clinical Assessment,30.00
2023-09-30,GAYNDAH DENTAL CLINIC,General,1207.50
2023-09-30,GAYNDAH DENTAL CLINIC,Priority 2,190.00
2023-09-30,GAYNDAH DENTAL CLINIC,Priority 3,142.50
2023-09-30,GC SOUTHPORT HEALTH PREC,Clinical Assessment,10.00
2023-09-30,GC SOUTHPORT HEALTH PREC,General,25166.25
2023-09-30,GC SOUTHPORT HEALTH PREC,General Anaesthetic Category 2,0.00
2023-09-30,GC SOUTHPORT HEALTH PREC,General Anaesthetic Category 3,352.50
2023-09-30,GC SOUTHPORT HEALTH PREC,Priority 1,0.00
2023-09-30,GC SOUTHPORT HEALTH PREC,Priority 3,168.75
2023-09-30,GCUH DENTAL CLINIC,Clinical Assessment,10.00
2023-09-30,GCUH DENTAL CLINIC,General,217.50
2023-09-30,GCUH DENTAL CLINIC,General Anaesthetic Category 3,3.75
2023-09-30,GEORGETOWN DENTAL CLINIC,General,0.00
2023-09-30,GLADSTONE DENTAL CLINIC,Clinical Assessment,0.00
2023-09-30,GLADSTONE DENTAL CLINIC,General,7998.75
2023-09-30,GLADSTONE DENTAL CLINIC,General Anaesthetic Category 3,86.25
2023-09-30,GLADSTONE DENTAL CLINIC,Priority 1,10.00
2023-09-30,GLADSTONE DENTAL CLINIC,Priority 2,180.00
2023-09-30,GLADSTONE DENTAL CLINIC,Priority 3,558.75
2023-09-30,GOONDIWINDI DENTAL CLINIC,Clinical Assessment,0.00
2023-09-30,GOONDIWINDI DENTAL CLINIC,General,708.75
2023-09-30,GOONDIWINDI DENTAL CLINIC,General Anaesthetic Category 3,18.75
2023-09-30,GOONDIWINDI DENTAL CLINIC,Priority 1,0.00
2023-09-30,GOONDIWINDI DENTAL CLINIC,Priority 2,20.00
2023-09-30,GOONDIWINDI DENTAL CLINIC,Priority 3,26.25
2023-09-30,GYMPIE DENTAL CLINIC,Clinical Assessment,0.00
2023-09-30,GYMPIE DENTAL CLINIC,General,8752.50
2023-09-30,GYMPIE DENTAL CLINIC,General Anaesthetic Category 1,0.00
2023-09-30,GYMPIE DENTAL CLINIC,General Anaesthetic Category 2,150.00
2023-09-30,GYMPIE DENTAL CLINIC,General Anaesthetic Category 3,33.75
2023-09-30,GYMPIE DENTAL CLINIC,Priority 1,0.00
2023-09-30,GYMPIE DENTAL CLINIC,Priority 2,1120.00
2023-09-30,GYMPIE DENTAL CLINIC,Priority 3,888.75
